episode,episode_seed,reward,average_reward_20,epsilon,average_loss,decision_count,replay_size,single_count,cold_count,hot_count,dynamic_count
254,10253,-2.338819591111111,-2.7145576293333336,0.050000000000000044,0.004787991324869486,13,3302,0,5,0,8
255,10254,-2.1988195911111115,-2.6692364506666673,0.050000000000000044,0.004120521623497972,13,3315,0,9,1,3
256,10255,-2.1905295288888893,-2.6829582915555554,0.050000000000000044,0.005913488799706101,13,3328,0,9,1,3
257,10256,-2.61114096,-2.6460366951111114,0.050000000000000044,0.004291928122536494,13,3341,0,2,0,11
258,10257,-2.615352586666667,-2.6340265191111114,0.050000000000000044,0.004036458836008723,13,3354,0,4,1,8
259,10258,-2.240076977777778,-2.6216353999999997,0.050000000000000044,0.004754762621954656,13,3367,0,8,0,5
260,10259,-1.916092711111111,-2.5702317893333335,0.050000000000000044,0.004311082616018562,13,3380,0,4,0,9
261,10260,-2.2439122311111115,-2.578354754666667,0.050000000000000044,0.004726586505197561,13,3393,0,5,0,8
262,10261,-2.711449937777778,-2.5980621920000004,0.050000000000000044,0.004794928084055965,13,3406,0,8,2,3
263,10262,-2.4321014044444444,-2.5664119875555556,0.050000000000000044,0.004667158507240506,13,3419,0,2,0,11
264,10263,-2.259734524444445,-2.5454540808888892,0.050000000000000044,0.004978971914030039,13,3432,0,10,2,1
265,10264,-2.9521566222222226,-2.5648394151111114,0.050000000000000044,0.005210631688197072,13,3445,0,7,0,6
266,10265,-2.357364391111112,-2.551829888888889,0.050000000000000044,0.0037491770210460974,13,3458,0,8,1,4
267,10266,-3.5402982222222223,-2.5939192613333337,0.050000000000000044,0.005135002402732005,13,3471,0,9,2,2
268,10267,-2.1487745244444447,-2.5839189973333334,0.050000000000000044,0.006397532657361948,13,3484,0,5,1,7
269,10268,-2.7961310577777785,-2.585610448888889,0.050000000000000044,0.004946517516285754,13,3497,0,8,2,3
270,10269,-2.2541345244444444,-2.533034970666667,0.050000000000000044,0.004645251839135129,13,3510,0,8,0,5
271,10270,-2.2105788977777783,-2.5215049013333335,0.050000000000000044,0.004950571482857833,13,3523,0,7,0,6
272,10271,-3.215723502222222,-2.509849035555556,0.050000000000000044,0.0054462955942234164,13,3536,0,7,1,5
273,10272,-1.8833076444444445,-2.4558249715555562,0.050000000000000044,0.0049375088509315485,13,3549,0,4,0,9
274,10273,-2.411748604444445,-2.459471422222223,0.050000000000000044,0.0049869164537924985,13,3562,0,6,1,6
275,10274,-2.1530996622222225,-2.4571854257777783,0.050000000000000044,0.0052159304479853464,13,3575,0,9,2,2
276,10275,-2.4955191111111117,-2.4724349048888894,0.050000000000000044,0.004415514108796532,13,3588,0,7,1,5
277,10276,-2.4959600888888884,-2.4666758613333335,0.050000000000000044,0.004969661983732994,13,3601,0,8,0,5
278,10277,-2.649246275555556,-2.468370545777778,0.050000000000000044,0.00484145821358722,13,3614,0,10,3,0
279,10278,-2.3792241777777785,-2.475327905777778,0.050000000000000044,0.004606959499562016,13,3627,0,8,4,1
280,10279,-2.016577777777778,-2.480352159111111,0.050000000000000044,0.005069754283445386,13,3640,0,7,0,6
281,10280,-2.2858912711111117,-2.4824511111111116,0.050000000000000044,0.0051395238484614175,13,3653,0,8,3,2
282,10281,-2.5069101511111116,-2.4722241217777783,0.050000000000000044,0.00542302665193207,13,3666,0,10,2,1
283,10282,-2.375390844444445,-2.4693885937777784,0.050000000000000044,0.004185505802384936,13,3679,0,11,0,2
284,10283,-2.9109537422222225,-2.5019495546666675,0.050000000000000044,0.005301208109953082,13,3692,0,9,1,3
285,10284,-2.6359089066666668,-2.486137168888889,0.050000000000000044,0.003988534050921981,13,3705,0,10,0,3
286,10285,-2.9367652977777783,-2.5151072142222226,0.050000000000000044,0.004995174616431961,13,3718,0,9,3,1
287,10286,-2.4360345244444446,-2.4598940293333333,0.050000000000000044,0.004349242555550658,13,3731,0,9,1,3
288,10287,-3.4658916444444445,-2.5257498853333336,0.050000000000000044,0.004297605912702588,13,3744,0,1,2,10
289,10288,-2.6662144711111115,-2.5192540560000003,0.050000000000000044,0.005175984249665187,13,3757,0,7,0,6
290,10289,-2.3285464711111112,-2.5229746533333337,0.050000000000000044,0.005725875210303526,13,3770,0,2,2,9
291,10290,-2.081822577777778,-2.5165368373333337,0.050000000000000044,0.005356661482857397,13,3783,0,3,2,8
292,10291,-2.6198309866666674,-2.4867422115555557,0.050000000000000044,0.004973061920072024,13,3796,0,7,0,6
293,10292,-2.0457669511111116,-2.494865176888889,0.050000000000000044,0.004415976107478715,13,3809,0,4,0,9
294,10293,-2.3813023111111113,-2.493342862222223,0.050000000000000044,0.005364708065126951,13,3822,0,6,0,7
295,10294,-3.217154257777778,-2.5465455920000006,0.050000000000000044,0.00398830992456239,13,3835,0,4,1,8
296,10295,-2.2853345244444445,-2.5360363626666667,0.050000000000000044,0.0049614165103636105,13,3848,0,5,0,8
297,10296,-2.451023697777778,-2.5337895431111113,0.050000000000000044,0.005690494713445122,13,3861,0,2,0,11
298,10297,-2.531936817777778,-2.5279240702222223,0.050000000000000044,0.0051435153716458725,13,3874,0,5,0,8
299,10298,-3.1426602311111114,-2.5660958728888885,0.050000000000000044,0.004429656295822217,13,3887,0,2,0,11
300,10299,-2.2853345244444445,-2.579533710222222,0.050000000000000044,0.005209876546779504,13,3900,0,4,0,9
