episode,episode_seed,reward,average_reward_20,epsilon,average_loss,decision_count,replay_size,single_count,cold_count,hot_count,dynamic_count
253,10252,-2.909973137777778,-2.390560317333333,0.050000000000000044,0.003060088913816099,13,3289,8,3,1,1
254,10253,-2.1593777777777783,-2.388098650666667,0.050000000000000044,0.0028251113925272455,13,3302,13,0,0,0
255,10254,-2.229377777777778,-2.3716647617777777,0.050000000000000044,0.0024992505786940455,13,3315,12,1,0,0
256,10255,-2.1148111111111114,-2.379284761777778,0.050000000000000044,0.003927825162043938,13,3328,11,2,0,0
257,10256,-2.200644444444445,-2.3496218675555554,0.050000000000000044,0.0028524266448445045,13,3341,8,1,0,4
258,10257,-2.1593222222222224,-2.3475857564444444,0.050000000000000044,0.002861625926855665,13,3354,13,0,0,0
259,10258,-2.2334222222222224,-2.3538324231111116,0.050000000000000044,0.0036468060167792896,13,3367,10,1,0,2
260,10259,-1.9124111111111113,-2.3187396453333333,0.050000000000000044,0.002964070111584778,13,3380,11,2,0,0
261,10260,-1.9667111111111113,-2.3150707564444444,0.050000000000000044,0.0030051323298651436,13,3393,13,0,0,0
262,10261,-2.4598777777777783,-2.332399585777778,0.050000000000000044,0.0032629969243246773,13,3406,12,0,0,1
263,10262,-2.041433333333334,-2.2766000577777783,0.050000000000000044,0.0034702218477972425,13,3419,13,0,0,0
264,10263,-2.067766666666667,-2.2713818835555553,0.050000000000000044,0.0028660869440780236,13,3432,13,0,0,0
265,10264,-2.437667022222222,-2.286570790222222,0.050000000000000044,0.002811431410149313,13,3445,9,1,1,2
266,10265,-2.193255555555556,-2.2828091235555554,0.050000000000000044,0.0024953893242547144,13,3458,9,2,0,2
267,10266,-2.745444444444445,-2.3053398871111113,0.050000000000000044,0.003038571637052183,13,3471,11,2,0,0
268,10267,-2.2898856355555557,-2.299679664888889,0.050000000000000044,0.003806737448590306,13,3484,10,2,0,1
269,10268,-2.690725564444445,-2.310443123555556,0.050000000000000044,0.0034261167568799397,13,3497,11,1,0,1
270,10269,-2.093255555555556,-2.290325345777778,0.050000000000000044,0.0027087977550064144,13,3510,11,2,0,0
271,10270,-2.015866666666667,-2.288086456888889,0.050000000000000044,0.0026763118624400636,13,3523,10,1,0,2
272,10271,-3.2290369244444443,-2.307513303111111,0.050000000000000044,0.00295599652096056,13,3536,6,3,1,3
273,10272,-2.0624743111111115,-2.2651383617777783,0.050000000000000044,0.00336578325368464,13,3549,5,3,2,3
274,10273,-2.2979505600000003,-2.272067000888889,0.050000000000000044,0.0033340289150006496,13,3562,9,1,1,2
275,10274,-2.4414180622222226,-2.2826690151111118,0.050000000000000044,0.0029521585943607185,13,3575,9,2,1,1
276,10275,-2.166948266666667,-2.2852758728888896,0.050000000000000044,0.0033086032714121616,13,3588,5,5,0,3
277,10276,-2.291922577777778,-2.289839779555556,0.050000000000000044,0.003311489592306316,13,3601,6,5,0,2
278,10277,-2.2142555555555554,-2.292586446222222,0.050000000000000044,0.003054216826477876,13,3614,11,1,0,1
279,10278,-2.164011946666667,-2.2891159324444446,0.050000000000000044,0.0029430799902631687,13,3627,8,4,0,1
280,10279,-1.9957444444444443,-2.2932825991111114,0.050000000000000044,0.0027193375236283126,13,3640,8,1,0,4
281,10280,-2.6742093155555557,-2.328657509333334,0.050000000000000044,0.0031147905661223028,13,3653,3,4,1,5
282,10281,-2.155155555555556,-2.3134213982222227,0.050000000000000044,0.0028795001562684774,13,3666,11,1,0,1
283,10282,-2.0477666666666674,-2.3137380648888897,0.050000000000000044,0.0026998046982603576,13,3679,13,0,0,0
284,10283,-2.4960000000000004,-2.335149731555556,0.050000000000000044,0.003329900630678122,13,3692,13,0,0,0
285,10284,-2.391934453333334,-2.3328631031111113,0.050000000000000044,0.0028699070412235763,13,3705,11,2,0,0
286,10285,-2.291355555555556,-2.3377681031111117,0.050000000000000044,0.0032489959759494434,13,3718,13,0,0,0
287,10286,-2.175155555555556,-2.309253658666667,0.050000000000000044,0.0031004317570477724,13,3731,11,0,0,2
288,10287,-3.5022466311111113,-2.3698717084444447,0.050000000000000044,0.0027841056983631393,13,3744,4,2,0,7
289,10288,-2.3974777777777785,-2.3552093191111116,0.050000000000000044,0.0027598668821156025,13,3757,11,2,0,0
290,10289,-2.2825786133333335,-2.364675472000001,0.050000000000000044,0.0034855972044169903,13,3770,10,2,0,1
291,10290,-2.3218225777777777,-2.379973267555556,0.050000000000000044,0.00319903942111593,13,3783,6,4,0,3
292,10291,-2.173044444444445,-2.3271736435555566,0.050000000000000044,0.003164140032962538,13,3796,13,0,0,0
293,10292,-1.9181444444444444,-2.3199571502222227,0.050000000000000044,0.002636525681457267,13,3809,8,4,0,1
294,10293,-2.250088888888889,-2.317564066666667,0.050000000000000044,0.00376671618477513,13,3822,11,1,0,1
295,10294,-2.4392008355555563,-2.3174532053333334,0.050000000000000044,0.0033372068920960794,13,3835,11,0,1,1
296,10295,-1.9858666666666671,-2.3083991253333336,0.050000000000000044,0.0034797917693280256,13,3848,11,1,0,1
297,10296,-2.2114333333333334,-2.304374663111111,0.050000000000000044,0.003727021824138669,13,3861,10,1,1,1
298,10297,-2.300722222222223,-2.3086979964444447,0.050000000000000044,0.0037335456223585284,13,3874,10,1,1,1
299,10298,-2.4875555555555557,-2.324875176888889,0.050000000000000044,0.0034895760472863913,13,3887,11,2,0,0
300,10299,-1.9858666666666667,-2.324381288,0.050000000000000044,0.0032659712372920834,13,3900,11,2,0,0
